,id,Type,Region,tags.generator:method,power_output_MW,tags.generator:source,tags.generator:type,tags.power,tags.location,tags.generator:solar:tracking,other_tags,geometry,Country
8804,8312481849,node,ID,combustion,9.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (97.0901225000001 5.2164736),ID
8805,8312481850,node,ID,combustion,9.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (97.0900752000001 5.216496),ID
8806,8312481851,node,ID,combustion,9.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (97.0899334000001 5.2165631),ID
8807,8312481852,node,ID,combustion,9.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (97.09002790000011 5.2165184),ID
8808,8312481853,node,ID,combustion,9.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (97.08972220000011 5.2166586),ID
8809,8312481854,node,ID,combustion,9.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (97.0896749000001 5.216681),ID
8810,8312481855,node,ID,combustion,9.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (97.0896276000001 5.2167033),ID
8811,8312481856,node,ID,combustion,9.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (97.0895803000001 5.2167257),ID
8812,8312481857,node,ID,combustion,9.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (97.0895331000001 5.2167481),ID
8813,8312749217,node,ID,combustion,47.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (107.15950190000017 -6.2700717),ID
8814,8312749218,node,ID,combustion,35.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (107.15984790000016 -6.2695198),ID
8815,8312749219,node,ID,combustion,35.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (107.15954750000016 -6.2695091),ID
8816,8312749220,node,ID,combustion,625.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (106.04593990000016 -5.883124),ID
8817,8312749244,node,ID,combustion,1000.0,coal,NULL,generator,NULL,NULL,NULL,POINT (109.8027170000002 -6.9004069),ID
8818,8312749245,node,ID,combustion,1000.0,coal,NULL,generator,NULL,NULL,NULL,POINT (109.8018426000002 -6.8997838),ID
8819,8312749246,node,ID,combustion,128.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (107.1217096000002 -6.2889291),ID
8820,8312749247,node,ID,combustion,150.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (107.1216613000002 -6.2919818),ID
8821,8312749248,node,ID,combustion,109.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (107.12173370000019 -6.2892224),ID
8822,8312749249,node,ID,combustion,109.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (107.1209478000002 -6.2892224),ID
8823,8312749250,node,ID,combustion,109.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (107.1210310000002 -6.2904568),ID
8824,8312749251,node,ID,combustion,30.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (107.1216801000002 -6.2912779),ID
8825,8312749252,node,ID,combustion,30.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (107.1216801000002 -6.2915285),ID
8826,8312749253,node,ID,combustion,30.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (107.12107390000021 -6.2917498),ID
8827,8312749254,node,ID,combustion,30.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (107.12107390000021 -6.2915019),ID
8828,8312749255,node,ID,combustion,30.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (107.12107120000022 -6.2912486),ID
8829,8312749256,node,ID,combustion,30.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (107.12107120000022 -6.2910193),ID
8830,8312749257,node,ID,combustion,109.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (107.11423430000022 -6.3103932),ID
8831,8312749269,node,ID,combustion,140.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (107.05085100000021 -6.1152567),ID
8832,8312749270,node,ID,combustion,140.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (107.05040040000021 -6.1149527),ID
8833,8312749295,node,ID,NULL,14.0,hydro,NULL,generator,NULL,NULL,NULL,POINT (112.54911670000024 -8.1836342),ID
8834,8312749307,node,ID,combustion,1000.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (106.10111300000027 -5.9911014),ID
8835,8312749308,node,ID,combustion,1000.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (106.10023320000026 -5.9916242),ID
8836,8312749346,node,ID,water-storage,175.0,hydro,NULL,generator,NULL,NULL,NULL,POINT (107.35004060000027 -6.8648635),ID
8837,8312749347,node,ID,water-storage,175.0,hydro,NULL,generator,NULL,NULL,NULL,POINT (107.34996990000027 -6.8647308),ID
8838,8312749348,node,ID,water-storage,175.0,hydro,NULL,generator,NULL,NULL,NULL,POINT (107.34987810000027 -6.8645559),ID
8839,8312749349,node,ID,water-storage,175.0,hydro,NULL,generator,NULL,NULL,NULL,POINT (107.34981150000027 -6.8644339),ID
8840,8312749355,node,ID,water-storage,60.0,hydro,NULL,generator,NULL,NULL,NULL,POINT (109.60531560000028 -7.3953467),ID
8841,8312749356,node,ID,water-storage,60.0,hydro,NULL,generator,NULL,NULL,NULL,POINT (109.60531350000028 -7.3952404),ID
8842,8312749357,node,ID,water-storage,60.0,hydro,NULL,generator,NULL,NULL,NULL,POINT (109.60530910000028 -7.3951103),ID
8843,8312749363,node,ID,water-storage,34.0,hydro,NULL,generator,NULL,NULL,NULL,POINT (112.4442978000003 -8.161275),ID
8844,8312749364,node,ID,water-storage,34.0,hydro,NULL,generator,NULL,NULL,NULL,POINT (112.4441816000003 -8.1613517),ID
8845,8312749365,node,ID,water-storage,34.0,hydro,NULL,generator,NULL,NULL,NULL,POINT (112.4440641000003 -8.1614548),ID
8846,8312749366,node,ID,water-storage,9.0,hydro,NULL,generator,NULL,NULL,NULL,POINT (109.77934970000031 -7.6095598),ID
8847,8312749367,node,ID,water-storage,9.0,hydro,NULL,generator,NULL,NULL,NULL,POINT (109.77937910000031 -7.6094084),ID
8848,8312749385,node,ID,combustion,42.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (115.21034540000029 -8.717462),ID
8849,8312749386,node,ID,combustion,42.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (115.21047950000029 -8.7174965),ID
8850,8312749387,node,ID,combustion,20.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (115.21110980000029 -8.7176768),ID
8851,8312749388,node,ID,combustion,20.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (115.21092470000029 -8.7176582),ID
8852,8312749389,node,ID,combustion,16.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Wärtsilä"" }",POINT (115.2123235000003 -8.7176556),ID
8853,8312749390,node,ID,combustion,16.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Wärtsilä"" }",POINT (115.21225510000029 -8.7176528),ID
8854,8312749391,node,ID,combustion,16.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Wärtsilä"" }",POINT (115.2121933000003 -8.7176503),ID
8855,8312749392,node,ID,combustion,16.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Wärtsilä"" }",POINT (115.2120623000003 -8.717645),ID
8856,8312749393,node,ID,combustion,16.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Wärtsilä"" }",POINT (115.2119855000003 -8.7176419),ID
8857,8312749394,node,ID,combustion,16.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Wärtsilä"" }",POINT (115.2119266000003 -8.7176395),ID
8858,8312749395,node,ID,combustion,16.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Wärtsilä"" }",POINT (115.21179530000029 -8.7176342),ID
8859,8312749396,node,ID,combustion,16.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Wärtsilä"" }",POINT (115.21172280000029 -8.7176312),ID
8860,8312749397,node,ID,combustion,16.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Wärtsilä"" }",POINT (115.21166510000029 -8.7176289),ID
8861,8312749398,node,ID,combustion,16.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Wärtsilä"" }",POINT (115.21152970000028 -8.7176234),ID
8862,8312749399,node,ID,combustion,16.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Wärtsilä"" }",POINT (115.21147060000028 -8.717621),ID
8863,8312749400,node,ID,combustion,16.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Wärtsilä"" }",POINT (115.21140750000028 -8.7176185),ID
8864,8312749401,node,ID,combustion,30.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (116.07288480000028 -8.6580434),ID
8865,8312749402,node,ID,combustion,30.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (116.07297600000028 -8.6582821),ID
8866,8312749403,node,ID,water-storage,13.0,hydro,NULL,generator,NULL,NULL,NULL,POINT (109.92181510000029 -7.2923279),ID
8867,8312749404,node,ID,water-storage,13.0,hydro,NULL,generator,NULL,NULL,NULL,POINT (109.92164340000029 -7.2923758),ID
8868,8312749405,node,ID,NULL,6.0,hydro,NULL,generator,NULL,NULL,NULL,POINT (110.92643060000029 -7.8372064),ID
8869,8312749406,node,ID,NULL,6.0,hydro,NULL,generator,NULL,NULL,NULL,POINT (110.92631980000029 -7.8371073),ID
8870,8312749412,node,ID,combustion,13.0,oil,reciprocating_engine,generator,NULL,NULL,NULL,POINT (106.79511910000029 -6.2154345),ID
8871,8312749413,node,ID,combustion,13.0,oil,reciprocating_engine,generator,NULL,NULL,NULL,POINT (106.79511670000029 -6.2154977),ID
8872,8312749414,node,ID,combustion,13.0,oil,reciprocating_engine,generator,NULL,NULL,NULL,POINT (106.7951143000003 -6.2155608),ID
8873,8312749415,node,ID,combustion,13.0,oil,reciprocating_engine,generator,NULL,NULL,NULL,POINT (106.7951119000003 -6.215624),ID
8874,8312749416,node,ID,combustion,13.0,oil,reciprocating_engine,generator,NULL,NULL,NULL,POINT (106.7951095000003 -6.2156872),ID
8875,8312749417,node,ID,combustion,13.0,oil,reciprocating_engine,generator,NULL,NULL,NULL,POINT (106.7951070000003 -6.2157504),ID
8876,8312749418,node,ID,combustion,614.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (109.0965557000003 -7.6835819),ID
8877,8312749419,node,ID,combustion,945.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (109.0957457000003 -7.6821306),ID
8878,8312749432,node,ID,combustion,80.0,gas,steam_turbine,generator,NULL,NULL,"{ ""tags.source"": ""Bing"" }",POINT (105.98316650000027 -5.9943116),ID
8879,8312749433,node,ID,combustion,80.0,gas,steam_turbine,generator,NULL,NULL,"{ ""tags.source"": ""Bing"" }",POINT (105.98333500000027 -5.9940723),ID
8880,8312749434,node,ID,combustion,80.0,gas,steam_turbine,generator,NULL,NULL,"{ ""tags.source"": ""Bing"" }",POINT (105.98350350000027 -5.9938329),ID
8881,8312749435,node,ID,combustion,80.0,gas,steam_turbine,generator,NULL,NULL,"{ ""tags.source"": ""Bing"" }",POINT (105.98367200000027 -5.9935936),ID
8882,8312749436,node,ID,combustion,80.0,gas,steam_turbine,generator,NULL,NULL,"{ ""tags.source"": ""Bing"" }",POINT (105.98384050000027 -5.9933543),ID
8883,8312749459,node,ID,combustion,70.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.78755460000026 -6.1104642),ID
8884,8312749460,node,ID,combustion,70.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.78725950000026 -6.1104781),ID
8885,8312749461,node,ID,combustion,70.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.78693230000026 -6.1104935),ID
8886,8312749462,node,ID,combustion,235.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (106.78821440000026 -6.108416),ID
8887,8312749463,node,ID,combustion,235.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (106.78821980000026 -6.108736),ID
8888,8312749464,node,ID,combustion,162.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.78651120000026 -6.1104855),ID
8889,8312749465,node,ID,combustion,162.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.78614650000026 -6.1105042),ID
8892,8312749468,node,ID,combustion,124.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.78345890000026 -6.1093067),ID
8893,8312749469,node,ID,combustion,100.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (106.78355540000025 -6.1102855),ID
8894,8312749470,node,ID,combustion,100.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (106.78312900000026 -6.1101122),ID
8895,8312749471,node,ID,combustion,100.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (106.78261940000026 -6.1099308),ID
8896,8312749472,node,ID,combustion,350.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (111.99563740000026 -6.8109344),ID
8897,8312749473,node,ID,combustion,350.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (111.99507410000027 -6.8104763),ID
8898,8312749474,node,ID,combustion,315.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (111.37365460000026 -8.2573929),ID
8899,8312749475,node,ID,combustion,315.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (111.37309130000027 -8.2577964),ID
8900,8312749476,node,ID,combustion,240.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (106.10535350000026 -5.9307285),ID
8901,8312749477,node,ID,combustion,240.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (106.10535620000026 -5.9304538),ID
8902,8312749478,node,ID,combustion,260.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.10537230000025 -5.9300749),ID
8903,8312749479,node,ID,combustion,350.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (106.54697660000025 -7.0234432),ID
8904,8312749480,node,ID,combustion,350.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (106.54641430000025 -7.0237101),ID
8905,8312749481,node,ID,combustion,350.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (106.54574270000025 -7.0240288),ID
8906,8312749482,node,ID,combustion,315.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (106.46611330000025 -6.0593333),ID
8907,8312749483,node,ID,combustion,315.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (106.46512090000024 -6.0592853),ID
8908,8312749484,node,ID,combustion,315.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (106.46444500000024 -6.0592373),ID
8909,8312749485,node,ID,combustion,315.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (106.46371540000024 -6.0591732),ID
8910,8312749490,node,ID,combustion,198.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (113.02605630000026 -7.6508272),ID
8911,8312749491,node,ID,combustion,151.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (113.02591950000026 -7.6520128),ID
8912,8312749492,node,ID,combustion,151.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (113.02559760000025 -7.6519969),ID
8913,8312749493,node,ID,combustion,100.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (113.02502360000025 -7.651864),ID
8914,8312749494,node,ID,combustion,100.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (113.02482140000025 -7.6518491),ID
8915,8312749495,node,ID,combustion,100.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (113.02461920000025 -7.6518342),ID
8916,8312749496,node,ID,combustion,100.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (113.02441690000025 -7.6518193),ID
8917,8312749497,node,ID,combustion,100.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (113.02421470000024 -7.6518044),ID
8918,8312749498,node,ID,combustion,100.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (113.02401240000025 -7.6517895),ID
8919,8312749499,node,ID,combustion,159.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (113.02506920000025 -7.650782),ID
8920,8312749500,node,ID,combustion,159.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (113.02459720000024 -7.6507634),ID
8921,8312749507,node,ID,NULL,55.0,geothermal,steam_turbine,generator,NULL,NULL,NULL,POINT (107.42244420000023 -7.1836727),ID
8922,8312749521,node,ID,NULL,55.0,geothermal,steam_turbine,generator,NULL,NULL,NULL,POINT (107.73844600000024 -7.216204199999988),ID
8923,8312749522,node,ID,NULL,117.0,geothermal,steam_turbine,generator,NULL,NULL,NULL,POINT (107.72769570000024 -7.217856599999989),ID
8924,8312749523,node,ID,NULL,90.0,geothermal,steam_turbine,generator,NULL,NULL,NULL,POINT (107.72730410000024 -7.217872599999988),ID
8925,8312749532,node,ID,NULL,112.0,geothermal,steam_turbine,generator,NULL,NULL,NULL,POINT (107.62619820000022 -7.1972551),ID
8926,8312749533,node,ID,NULL,112.0,geothermal,steam_turbine,generator,NULL,NULL,NULL,POINT (107.62579050000022 -7.1972577),ID
8927,8312749534,node,ID,NULL,60.0,geothermal,steam_turbine,generator,NULL,NULL,NULL,POINT (106.64790270000022 -6.7418945),ID
8928,8312749535,node,ID,NULL,60.0,geothermal,steam_turbine,generator,NULL,NULL,NULL,POINT (106.64789740000022 -6.7417161),ID
8929,8312749536,node,ID,NULL,60.0,geothermal,steam_turbine,generator,NULL,NULL,NULL,POINT (106.64789200000021 -6.7412845),ID
8930,8312749553,node,ID,NULL,61.0,geothermal,steam_turbine,generator,NULL,NULL,NULL,POINT (106.67295460000022 -6.740991499999988),ID
8931,8312749554,node,ID,NULL,61.0,geothermal,steam_turbine,generator,NULL,NULL,NULL,POINT (106.67319140000022 -6.740815799999988),ID
8932,8312749555,node,ID,NULL,61.0,geothermal,steam_turbine,generator,NULL,NULL,NULL,POINT (106.67342130000021 -6.740645299999988),ID
8933,8312749556,node,ID,NULL,60.0,geothermal,steam_turbine,generator,NULL,NULL,"{ ""tags.operator"": ""Pertamina Geothermal Energy"" }",POINT (107.78782280000021 -7.140791499999988),ID
8934,8312749557,node,ID,NULL,33.0,geothermal,steam_turbine,generator,NULL,NULL,"{ ""tags.operator"": ""Pertamina Geothermal Energy"" }",POINT (107.78778250000022 -7.140613199999988),ID
8935,8312749558,node,ID,NULL,55.0,geothermal,steam_turbine,generator,NULL,NULL,"{ ""tags.operator"": ""Indonesia Power"" }",POINT (107.78475170000021 -7.139049599999988),ID
8936,8312749559,node,ID,NULL,55.0,geothermal,steam_turbine,generator,NULL,NULL,"{ ""tags.operator"": ""Indonesia Power"" }",POINT (107.78475390000021 -7.138719599999988),ID
8937,8312749560,node,ID,NULL,32.0,geothermal,steam_turbine,generator,NULL,NULL,"{ ""tags.operator"": ""Indonesia Power"" }",POINT (107.78475570000022 -7.138458799999988),ID
8938,8312749561,node,ID,combustion,660.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (109.13735210000021 -7.683294899999988),ID
8939,8312749586,node,ID,combustion,315.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (111.4750582000002 -6.636474),ID
8940,8312749587,node,ID,combustion,315.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (111.4756054000002 -6.636031799999985),ID
8941,8312749588,node,ID,combustion,330.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (107.9708272000002 -6.275564),ID
8942,8312749589,node,ID,combustion,330.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (107.9701298000002 -6.275196),ID
8943,8312749590,node,ID,combustion,330.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (107.9694217000002 -6.274854799999985),ID
8944,8312749591,node,ID,combustion,250.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.9995242000002 -6.085359399999985),ID
8945,8312749592,node,ID,combustion,250.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.9990522000002 -6.085450099999985),ID
8946,8312749593,node,ID,combustion,150.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.9984513000002 -6.085562099999985),ID
8947,8312749594,node,ID,combustion,71.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (107.0009673000002 -6.086346299999985),ID
8948,8312749595,node,ID,combustion,143.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (107.0007500000002 -6.086391599999985),ID
8949,8312749596,node,ID,combustion,140.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (107.0001733000002 -6.086490299999984),ID
8950,8312749597,node,ID,combustion,140.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.9999309000002 -6.086526499999985),ID
8951,8312749598,node,ID,combustion,140.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.9996884000002 -6.086562799999984),ID
8952,8312749599,node,ID,combustion,140.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.9994459000002 -6.086599099999984),ID
8953,8312749600,node,ID,combustion,140.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.9992034000002 -6.086635399999984),ID
8954,8312749601,node,ID,combustion,140.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.9989610000002 -6.086671599999984),ID
8955,8312749602,node,ID,combustion,137.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.9984138000002 -6.086821),ID
8956,8312749603,node,ID,combustion,137.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.9981734000002 -6.086864099999984),ID
8957,8312749604,node,ID,combustion,137.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.9979591000002 -6.086902499999984),ID
8958,8312749605,node,ID,combustion,137.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.9977248000002 -6.086944499999984),ID
8959,8312749606,node,ID,combustion,204.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.9979337000002 -6.085658099999984),ID
8960,8312749607,node,ID,combustion,137.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.9974911000002 -6.086986399999984),ID
8961,8312749608,node,ID,combustion,15.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (112.66302470000021 -7.166899199999984),ID
8962,8312749609,node,ID,combustion,15.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (112.66293610000021 -7.166704899999983),ID
8963,8312749610,node,ID,combustion,165.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (112.66223070000021 -7.163644399999983),ID
8964,8312749611,node,ID,combustion,165.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (112.66175330000021 -7.163857299999983),ID
8965,8312749612,node,ID,combustion,165.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (112.66127590000022 -7.164102199999983),ID
8966,8312749613,node,ID,combustion,100.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (112.66212610000022 -7.162391),ID
8967,8312749614,node,ID,combustion,100.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (112.66193010000022 -7.162484),ID
8968,8312749615,node,ID,combustion,100.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (112.66178210000022 -7.162554199999983),ID
8969,8312749616,node,ID,combustion,100.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (112.66157090000023 -7.162654399999983),ID
8970,8312749617,node,ID,combustion,100.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (112.66133760000022 -7.162832699999983),ID
8971,8312749618,node,ID,combustion,100.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (112.66118120000023 -7.162908299999983),ID
8972,8312749619,node,ID,combustion,100.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (112.66097080000023 -7.163009899999983),ID
8973,8312749620,node,ID,combustion,100.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (112.66077020000023 -7.163106799999983),ID
8974,8312749621,node,ID,combustion,100.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (112.66062140000022 -7.163178699999983),ID
8975,8312749622,node,ID,combustion,80.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (112.66186060000022 -7.166151299999982),ID
8976,8312749623,node,ID,combustion,80.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (112.66170650000022 -7.165816099999982),ID
8977,8312749624,node,ID,combustion,166.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (112.66154060000022 -7.165455199999982),ID
8978,8312749625,node,ID,combustion,166.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (112.66133220000022 -7.165001699999982),ID
8979,8312749626,node,ID,combustion,780.0,gas,combined_cycle,generator,NULL,NULL,NULL,POINT (110.43113440000022 -6.949806899999982),ID
8980,8312749627,node,ID,combustion,100.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (110.43082060000022 -6.950753399999982),ID
8981,8312749628,node,ID,combustion,50.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (110.43042900000022 -6.951063599999983),ID
8982,8312749629,node,ID,combustion,50.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (110.43030290000021 -6.951167399999982),ID
8983,8312749630,node,ID,combustion,188.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (110.43353230000021 -6.950962399999982),ID
8984,8312749631,node,ID,combustion,109.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (110.4335403000002 -6.949836099999982),ID
8985,8312749632,node,ID,combustion,109.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (110.4337576000002 -6.950142299999982),ID
8986,8312749633,node,ID,combustion,109.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (110.43406610000021 -6.950499099999981),ID
8987,8312749634,node,ID,combustion,109.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (110.4350021000002 -6.951638599999981),ID
8988,8312749635,node,ID,combustion,109.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (110.4347554000002 -6.951348399999981),ID
8989,8312749636,node,ID,combustion,109.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (110.4344375000002 -6.950939099999981),ID
8990,8312749637,node,ID,combustion,188.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (110.4339091000002 -6.95139569999998),ID
8991,8312749652,node,ID,combustion,300.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (105.82907800000018 -6.392476799999979),ID
8992,8312749653,node,ID,combustion,300.0,coal,steam_turbine,generator,NULL,NULL,NULL,POINT (105.82906190000018 -6.39173579999998),ID
8993,8312749654,node,ID,combustion,260.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.87099550000019 -6.10708509999998),ID
8994,8312749655,node,ID,combustion,200.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.8696222000002 -6.10821589999998),ID
8995,8312749656,node,ID,combustion,240.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (106.8717545000002 -6.10713049999998),ID
8996,8312749657,node,ID,combustion,240.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (106.8714541000002 -6.10709579999998),ID
8997,8312749658,node,ID,combustion,300.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (106.87025250000019 -6.10803729999998),ID
8998,8312749659,node,ID,combustion,300.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (106.8699494000002 -6.10820259999998),ID
8999,8312749660,node,ID,combustion,200.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.8668823000002 -6.11033749999998),ID
9000,8312749661,node,ID,combustion,200.0,gas,steam_turbine,generator,NULL,NULL,NULL,POINT (106.8673463000002 -6.110100199999979),ID
